player_id,name,last_season,current_club_id,country_of_birth,age,sub_position,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name
336731,Nacho Gil,2018,1049,Spain,27,Left Winger,Attack,right,170.0,ES1,Valencia CF
337787,Connor Ronan,2021,543,England,25,Central Midfield,Midfield,right,171.0,GB1,Wolverhampton Wanderers
337809,Simone Mazzocchi,2018,800,Italy,24,Centre-Forward,Attack,right,182.0,IT1,Atalanta BC
338100,Riccardo Cestaro,2015,1025,Italy,26,Centre-Back,Defender,right,187.0,IT1,Bologna FC 1909
338425,Álex Berenguer,2022,621,Spain,27,Left Winger,Attack,right,175.0,ES1,Athletic Bilbao
338794,Fatih Aksoy,2022,11282,Turkey,25,Centre-Back,Defender,right,189.0,TR1,Alanyaspor
339782,Alessandro Rossi,2018,398,Italy,26,Centre-Forward,Attack,right,184.0,IT1,SS Lazio
340339,Jorge Sáenz,2021,1301,Spain,26,Centre-Back,Defender,right,188.0,PO1,CS Marítimo
340376,Abel Ruiz,2022,1075,Spain,23,Centre-Forward,Attack,right,182.0,PO1,SC Braga
340383,Bogdan Kovalenko,2021,61825,Ukraine,26,Left Winger,Attack,both,170.0,UKR1,FK Minaj
340446,Lorenzo Grossi,2016,12,Italy,25,Defensive Midfield,Midfield,right,183.0,IT1,AS Roma
340990,Alfie Jones,2018,465,England,25,Centre-Back,Defender,right,191.0,SC1,St. Mirren FC
342227,Brighton Labeau,2018,1416,France,27,Centre-Forward,Attack,right,183.0,FR1,Amiens SC
342817,Leonardo Maloku,2016,2921,Albania,25,Right-Back,Defender,right,185.0,IT1,Delfino Pescara 1936
342887,Ibrahim Diallo,2018,1245,Mali,26,Centre-Back,Defender,right,176.0,BE1,KAS Eupen
342913,Georgios Bletsas,2016,47,Greece,28,Defensive Midfield,Midfield,left,184.0,GR1,Iraklis Thessaloniki
343537,Artem Dovbyk,2022,60551,Ukraine,25,Centre-Forward,Attack,left,189.0,UKR1,SK Dnipro-1
343954,Nikola Pejovic,2018,749,Yugoslavia (Republic),24,Centre-Back,Defender,right,185.0,IT1,FC Empoli
344888,Habib Diallo,2022,667,Senegal,27,Centre-Forward,Attack,right,186.0,FR1,RC Strasbourg Alsace
345468,Andi Zeqiri,2021,1237,Switzerland,23,Centre-Forward,Attack,left,185.0,GB1,Brighton & Hove Albion
346291,James Léa Siliki,2022,1465,France,26,Central Midfield,Midfield,left,183.0,PO1,GD Estoril Praia
346546,Radoslaw Majecki,2022,520,Poland,23,Goalkeeper,Goalkeeper,right,193.0,BE1,Cercle Brugge
346560,Alessandro Mallamo,2018,800,Italy,24,Central Midfield,Midfield,right,174.0,IT1,Atalanta BC
346900,Nishan Burkart,2021,60,Switzerland,23,Left Winger,Attack,right,175.0,L1,SC Freiburg
349107,Oleg Synytsya,2020,48726,Ukraine,27,Right Winger,Attack,right,179.0,UKR1,Rukh Lviv
349418,Mateus Pasinato,2021,979,Brazil,30,Goalkeeper,Goalkeeper,right,192.0,PO1,Moreirense FC
349585,Ayrton Lucas,2021,232,Brazil,25,Left-Back,Defender,left,180.0,RU1,Spartak Moscow
350364,Joan Sastre,2022,1091,Spain,26,Right-Back,Defender,right,174.0,GR1,PAOK Thessaloniki
351072,Vahid Selimovic,2021,653,Luxembourg,26,Centre-Back,Defender,right,191.0,GR1,OFI Crete FC
351168,Yacouba Bamba,2016,14589,Cote d'Ivoire,31,Attacking Midfield,Midfield,left,180.0,RU1,FK Orenburg
351419,Aleksandr Maksimenko,2022,232,Russia,25,Goalkeeper,Goalkeeper,left,187.0,RU1,Spartak Moscow
352815,Dénis Duarte,2017,2420,Portugal,29,Centre-Back,Defender,right,190.0,PO1,Vitória Guimarães SC
354354,Vladislavs Soloveiciks,2019,48332,Latvia,24,Defensive Midfield,Midfield,right,181.0,UKR1,Kolos Kovalivka
354482,Michael Murillo,2022,58,Panama,27,Right-Back,Defender,right,184.0,BE1,RSC Anderlecht
355336,Josete Miranda,2020,3709,Spain,24,Left Winger,Attack,right,170.0,ES1,Getafe CF
355369,Jordan,2022,89,United States,27,Centre-Forward,Attack,right,191.0,L1,1.FC Union Berlin
355444,Andrea Dini,2018,130,Italy,27,Goalkeeper,Goalkeeper,right,184.0,IT1,Parma Calcio 1913
355749,Manolis Demenikos,2016,128,Greece,26,Goalkeeper,Goalkeeper,right,187.0,GR1,AO Xanthi
355998,Uriel Antuna,2018,202,Mexico,25,Right Winger,Attack,right,174.0,NL1,FC Groningen
356621,Adam Frizzell,2019,2553,Scotland,25,Right Midfield,Midfield,left,176.0,SC1,Kilmarnock FC
357163,Filipe Soares,2022,1091,Portugal,24,Attacking Midfield,Midfield,right,180.0,GR1,PAOK Thessaloniki
357338,Cristian Paz,2016,2477,Argentina,28,Centre-Back,Defender,right,186.0,UKR1,Karpaty Lviv (-2021)
359537,Ricardo Rodrigues,2019,3336,Portugal,27,Left Winger,Attack,right,174.0,PO1,Desportivo Aves (- 2020)
361033,Anderson López,2018,520,Netherlands,24,Right Winger,Attack,right,175.0,BE1,Cercle Brugge
362559,Jack Whittaker,2015,2553,Scotland,25,Right Midfield,Midfield,right,180.0,SC1,Kilmarnock FC
363253,Livio Milts,2017,192,Belgium,25,Left Winger,Attack,right,186.0,NL1,Roda JC Kerkrade
363794,Carlos Eduardo,2022,1465,Brazil,26,Right Winger,Attack,right,173.0,PO1,GD Estoril Praia
364206,Andrea Adorante,2020,130,Italy,23,Centre-Forward,Attack,right,184.0,IT1,Parma Calcio 1913
364244,Godfried Frimpong,2021,979,Netherlands,24,Left-Back,Defender,left,180.0,PO1,Moreirense FC
364404,Kiko,2017,2420,Portugal,26,Central Midfield,Midfield,left,180.0,PO1,Vitória Guimarães SC
367468,Nuno Santos,2021,2995,Portugal,24,Attacking Midfield,Midfield,right,179.0,PO1,FC Paços de Ferreira
368982,Nikola Cumic,2021,683,Yugoslavia (Republic),24,Right Winger,Attack,right,178.0,GR1,Olympiacos Piraeus
369316,Ferdi Kadioglu,2022,36,Netherlands,23,Right-Back,Defender,right,174.0,TR1,Fenerbahce
370042,Driess Saddiki,2021,403,Netherlands,26,Defensive Midfield,Midfield,right,179.0,NL1,Willem II Tilburg
370889,Theofanis Mavrommatis,2022,3060,Greece,26,Centre-Back,Defender,left,187.0,GR1,Atromitos Athen
371000,David Colina,2022,167,Croatia,22,Left-Back,Defender,left,174.0,L1,FC Augsburg
371003,Ante Palaversa,2022,1095,Croatia,23,Central Midfield,Midfield,right,187.0,FR1,ESTAC Troyes
371990,Patrick,2019,865,Brazil,23,Centre-Back,Defender,left,185.0,DK1,FC Midtjylland
372472,Gonçalo Duarte,2020,1301,Portugal,25,Right-Back,Defender,right,177.0,PO1,CS Marítimo
372626,Alexandre Cardoso,2016,1085,Brazil,31,Defensive Midfield,Midfield,right,182.0,PO1,Vitória Setúbal FC
372713,Florian Ayé,2019,19,France,26,Centre-Forward,Attack,right,184.0,IT1,Brescia Calcio
372720,Nicholas Pierini,2018,6574,Italy,24,Left Winger,Attack,right,176.0,IT1,US Sassuolo
373302,Silas,2018,10690,Brazil,27,Central Midfield,Midfield,left,176.0,UKR1,Zorya Lugansk
373977,Amir Absalem,2019,202,Netherlands,25,Left-Back,Defender,left,175.0,NL1,FC Groningen
374778,Ricardo Almeida,2018,979,Portugal,26,Centre-Forward,Attack,right,184.0,PO1,Moreirense FC
376228,Dmytro Ivanisenya,2022,2696,Ukraine,29,Defensive Midfield,Midfield,both,189.0,RU1,Krylya Sovetov Samara
379959,Tobias Stirl,2018,24,Germany,23,Goalkeeper,Goalkeeper,both,189.0,L1,Eintracht Frankfurt
380764,Lynneeker,2015,1301,Brazil,29,Right Winger,Attack,right,169.0,PO1,CS Marítimo
381067,Mikhail Ageev,2022,11127,Russia,23,Centre-Forward,Attack,right,185.0,RU1,Ural Yekaterinburg
381137,Liam Fisch,2016,105,Germany,24,Central Midfield,Midfield,both,179.0,L1,SV Darmstadt 98
382553,Luke Bolton,2020,1519,England,23,Right Midfield,Midfield,right,174.0,SC1,Dundee United FC
382567,Matteo Cotali,2018,1390,Italy,26,Left-Back,Defender,left,177.0,IT1,Cagliari Calcio
383208,Stijn Jeurissen,2015,968,Belgium,26,Goalkeeper,Goalkeeper,both,188.0,BE1,KVC Westerlo
383630,Stavros Panagiotou,2022,2672,Greece,29,Left-Back,Defender,left,171.0,GR1,APO Levadiakos
385416,Mykhaylo Shershen,2022,55686,Ukraine,28,Centre-Back,Defender,right,187.0,UKR1,Metalist 1925 Kharkiv
386126,Okechukwu Azubuike,2021,19789,Nigeria,26,Defensive Midfield,Midfield,right,170.0,TR1,Yeni Malatyaspor
387110,Petar Musa,2022,294,Croatia,25,Centre-Forward,Attack,right,190.0,PO1,SL Benfica
387407,Ayoub Boukhari,2017,468,Netherlands,26,Attacking Midfield,Midfield,both,170.0,NL1,Sparta Rotterdam
388913,Murat Cem Akpinar,2022,11688,Turkey,24,Central Midfield,Midfield,right,173.0,TR1,Giresunspor
390160,Salvatore Esposito,2022,3522,Italy,22,Defensive Midfield,Midfield,right,178.0,IT1,Spezia Calcio
391364,Panagiotis Linardos,2017,3999,Greece,31,Central Midfield,Midfield,right,179.0,GR1,PAS Lamia 1964
391498,Mert Cetin,2022,3840,Turkey,26,Centre-Back,Defender,right,189.0,TR1,Adana Demirspor
392757,Marc Guéhi,2022,873,Cote d'Ivoire,22,Centre-Back,Defender,right,182.0,GB1,Crystal Palace
392761,Zechariah Medley,2022,2861,England,22,Centre-Back,Defender,left,195.0,BE1,KV Oostende
392767,Danny Namaso,2022,720,England,22,Centre-Forward,Attack,right,182.0,PO1,FC Porto
392956,Enrico Del Prato,2021,800,Italy,23,Right-Back,Defender,right,183.0,IT1,Atalanta BC
395089,Hamza El Kaouakibi,2018,1025,Italy,25,Right-Back,Defender,right,185.0,IT1,Bologna FC 1909
395091,Giordano Trovade,2018,1025,Italy,25,Central Midfield,Midfield,left,184.0,IT1,Bologna FC 1909
395239,Claudio Gomes,2021,281,France,22,Defensive Midfield,Midfield,right,180.0,GB1,Manchester City
395447,Erin Pinheiro,2016,618,Cape Verde,25,Central Midfield,Midfield,right,190.0,FR1,AS Saint-Étienne
395537,Dmytro Plakhtyr,2015,6994,Ukraine,27,Defensive Midfield,Midfield,left,187.0,UKR1,Metalurg Zaporizhya (-2016)
395653,David Sangaré,2020,121,Mali,22,Goalkeeper,Goalkeeper,right,187.0,RU1,Dynamo Moscow
395654,Ilya Gaponov,2022,2696,Russia,25,Centre-Back,Defender,right,185.0,RU1,Krylya Sovetov Samara
395695,Elisha Owusu,2022,290,France,25,Defensive Midfield,Midfield,right,182.0,FR1,AJ Auxerre
396167,Charlie Scott,2017,2999,England,25,Defensive Midfield,Midfield,right,185.0,SC1,Hamilton Academical FC
396327,Mikel Carro,2018,13,Spain,24,Central Midfield,Midfield,right,188.0,ES1,Atlético de Madrid
396395,Oleksiy Bykov,2020,6993,Ukraine,25,Centre-Back,Defender,left,186.0,UKR1,FK Mariupol
396908,Yunus Akgün,2022,141,Turkey,22,Right Winger,Attack,left,173.0,TR1,Galatasaray
398252,Or Dasa,2021,8024,Israel,24,Attacking Midfield,Midfield,right,171.0,PO1,FC Arouca
399383,Mathieu Cafaro,2021,1421,France,26,Left Winger,Attack,right,175.0,FR1,Stade Reims
401029,Roshon van Eijma,2017,192,Netherlands,24,Centre-Back,Defender,right,186.0,NL1,Roda JC Kerkrade
401534,Arthur Gomes,2022,336,Brazil,24,Left Winger,Attack,right,174.0,PO1,Sporting CP
401624,Edgar González,2022,150,Spain,26,Centre-Back,Defender,right,193.0,ES1,Real Betis Balompié
401732,Blas Riveros,2022,206,Paraguay,25,Left-Back,Defender,left,178.0,DK1,Bröndby IF
402581,Thomas Rodríguez,2018,252,Chile,27,Right Winger,Attack,right,184.0,IT1,Genoa CFC
404848,Andriy Kulakov,2022,18303,Ukraine,24,Centre-Forward,Attack,right,184.0,UKR1,FK Oleksandriya
405501,Filip Blazek,2018,206,Slovakia,25,Centre-Back,Defender,right,189.0,DK1,Bröndby IF
406151,Zé Pedro,2021,720,Portugal,25,Centre-Back,Defender,right,187.0,PO1,FC Porto
406295,Hasan Bilal,2018,10484,Turkey,25,Left Winger,Attack,left,174.0,TR1,Kasimpasa
406558,Steven Sessegnon,2020,931,England,23,Right-Back,Defender,right,175.0,GB1,Fulham FC
407885,Wajdi Kechrida,2022,3060,France,27,Right-Back,Defender,right,184.0,GR1,Atromitos Athen
408288,Jesús Ruiz,2019,237,Spain,26,Goalkeeper,Goalkeeper,right,182.0,ES1,RCD Mallorca
410070,Taha Ayan,2016,2944,Turkey,24,Goalkeeper,Goalkeeper,left,190.0,TR1,Ankaraspor
410854,Ragnar Oratmangoen,2022,202,Netherlands,25,Left Winger,Attack,right,180.0,NL1,FC Groningen
411416,Bryan Passi,2018,969,France,25,Centre-Back,Defender,right,189.0,FR1,Montpellier HSC
412932,Myron Boadu,2022,162,Netherlands,22,Centre-Forward,Attack,right,181.0,FR1,AS Monaco
413918,Arif Bostanci,2017,1506,Turkey,25,Centre-Forward,Attack,right,180.0,TR1,Kardemir Karabükspor
416380,Ragnar Ache,2021,24,Germany,24,Centre-Forward,Attack,right,183.0,L1,Eintracht Frankfurt
416479,Alexandros Voilis,2022,6418,Greece,23,Centre-Forward,Attack,both,187.0,GR1,Panetolikos GFS
416490,Efthymios Christopoulos,2020,2441,Greece,22,Left Winger,Attack,right,181.0,GR1,AEK Athens
419597,Iyayi Atiemwen,2016,126,Nigeria,27,Left Winger,Attack,right,180.0,TR1,Caykur Rizespor
419648,Veljko Birmancevic,2022,415,Yugoslavia (Republic),25,Left Winger,Attack,both,179.0,FR1,FC Toulouse
422203,Umut Günes,2022,11282,Germany,23,Central Midfield,Midfield,left,177.0,TR1,Alanyaspor
422460,Dani Gómez,2022,714,Spain,24,Centre-Forward,Attack,right,178.0,ES1,RCD Espanyol Barcelona
422986,Halid Sabanovic,2022,1420,Bosnia-Herzegovina,23,Right-Back,Defender,right,182.0,FR1,Angers SCO
423757,Kerr McInroy,2022,2553,Scotland,22,Defensive Midfield,Midfield,left,180.0,SC1,Kilmarnock FC
424021,Dapo Mebude,2022,2861,England,21,Centre-Forward,Attack,right,174.0,BE1,KV Oostende
425334,Matty Cash,2022,405,England,25,Right-Back,Defender,right,185.0,GB1,Aston Villa
425749,Artem Yusupov,2020,11127,Russia,26,Centre-Forward,Attack,right,190.0,RU1,Ural Yekaterinburg
429551,Olimpiu Morutan,2021,141,Romania,24,Attacking Midfield,Midfield,left,173.0,TR1,Galatasaray
430485,Maksim Kutovoy,2020,16704,Russia,21,Centre-Forward,Attack,right,187.0,RU1,FK Krasnodar
430761,Lucas Fernandes,2021,7378,Brazil,25,Central Midfield,Midfield,right,175.0,PO1,Portimonense SC
431708,Maksim Petrov,2021,932,Russia,22,Central Midfield,Midfield,right,169.0,RU1,Lokomotiv Moscow
432092,Roberto Piccoli,2022,749,Italy,22,Centre-Forward,Attack,right,190.0,IT1,FC Empoli
434861,Barry Lauwers,2022,724,Netherlands,23,Goalkeeper,Goalkeeper,left,187.0,NL1,FC Volendam
435648,Joshua Zirkzee,2022,1025,Netherlands,22,Centre-Forward,Attack,right,193.0,IT1,Bologna FC 1909
435765,Corey Jordan,2019,989,England,24,Centre-Back,Defender,right,188.0,GB1,AFC Bournemouth
437566,Claudio Falcão,2020,4294,Brazil,28,Defensive Midfield,Midfield,right,187.0,PO1,SC Farense
438086,Caolan Boyd-Munce,2022,465,Northern Ireland,23,Central Midfield,Midfield,left,183.0,SC1,St. Mirren FC
441216,Thijs Oosting,2021,403,Netherlands,23,Attacking Midfield,Midfield,left,176.0,NL1,Willem II Tilburg
442248,Ethan Pinnock,2022,1148,England,30,Centre-Back,Defender,left,194.0,GB1,Brentford FC
442320,Didier Lamkel Zé,2021,3719,Cameroon,26,Left Winger,Attack,right,192.0,RU1,FK Khimki
443222,Marc Cardona,2021,1435,Spain,27,Centre-Forward,Attack,right,182.0,NL1,Go Ahead Eagles
444641,Louie Moulden,2022,543,England,21,Goalkeeper,Goalkeeper,right,190.0,GB1,Wolverhampton Wanderers
446043,Getterson Alves,2020,1301,Brazil,32,Centre-Forward,Attack,right,180.0,PO1,CS Marítimo
447053,Julen Bernaola,2020,621,Spain,24,Defensive Midfield,Midfield,right,187.0,ES1,Athletic Bilbao
448554,Giacomo Boccafoglia,2017,2722,Italy,24,Centre-Back,Defender,right,180.0,IT1,SPAL
448628,Javi Galán,2022,940,Spain,28,Left-Back,Defender,left,172.0,ES1,Celta de Vigo
449120,Aleksandr Sheplyakov,2019,121,Russia,26,Goalkeeper,Goalkeeper,right,201.0,RU1,Dynamo Moscow
452222,Moritz Römling,2021,80,Germany,22,Left-Back,Defender,left,186.0,L1,VfL Bochum
452803,Over Mandanda,2018,40,France,24,Goalkeeper,Goalkeeper,right,182.0,FR1,FC Girondins Bordeaux
452867,Massimiliano Benucci,2018,749,Italy,24,Central Midfield,Midfield,left,181.0,IT1,FC Empoli
453757,Julian Roloff,2022,3,Germany,22,Goalkeeper,Goalkeeper,right,192.0,L1,1.FC Köln
455012,Roman Izotov,2020,3729,Russia,26,Centre-Forward,Attack,both,186.0,RU1,Arsenal Tula
455181,Jorge de Frutos,2021,3368,Spain,26,Right Winger,Attack,right,173.0,ES1,Levante UD
455291,Erdem Beytas,2016,3205,Turkey,25,Left Winger,Attack,right,180.0,TR1,Kayserispor
456449,Sergio,2022,11688,Brazil,28,Right Winger,Attack,right,180.0,TR1,Giresunspor
457072,Bram Verbong,2020,1426,Netherlands,23,Goalkeeper,Goalkeeper,right,186.0,NL1,VVV-Venlo
457341,Derry John Murkin,2022,724,England,23,Left-Back,Defender,left,183.0,NL1,FC Volendam
457674,Alessandro Di Pardo,2020,506,Italy,23,Right-Back,Defender,right,182.0,IT1,Juventus FC
457931,Luiz Felipe,2022,150,Brazil,26,Centre-Back,Defender,right,187.0,ES1,Real Betis Balompié
458499,Vasilios Tsimopoulos,2018,6676,Greece,22,Goalkeeper,Goalkeeper,right,190.0,GR1,Asteras Tripolis
458710,Murilo,2021,932,Brazil,26,Centre-Back,Defender,right,188.0,RU1,Lokomotiv Moscow
459463,Cucho Hernández,2021,1010,Colombia,24,Centre-Forward,Attack,right,176.0,GB1,Watford FC
460034,Giuseppe Marcianò,2018,8970,Italy,23,Goalkeeper,Goalkeeper,right,190.0,IT1,Frosinone Calcio
460378,Jelle Bataille,2022,1096,Belgium,24,Right-Back,Defender,right,180.0,BE1,Royal Antwerp FC
460626,Garissone Innocent,2022,1245,France,23,Goalkeeper,Goalkeeper,right,192.0,BE1,KAS Eupen
460660,Jason Mbock,2022,1420,France,23,Left Winger,Attack,right,179.0,FR1,Angers SCO
462252,Diogo Pinto,2022,3268,Portugal,23,Attacking Midfield,Midfield,right,175.0,PO1,Casa Pia AC
462823,Gustav Isaksen,2022,865,Denmark,22,Right Winger,Attack,both,181.0,DK1,FC Midtjylland
462837,Nikolas Dyhr,2022,601,Denmark,21,Left-Back,Defender,left,179.0,BE1,KV Kortrijk
464530,Theocharis Tsingaras,2022,415,Greece,22,Central Midfield,Midfield,right,175.0,FR1,FC Toulouse
465955,Marcin Bulka,2022,417,Poland,23,Goalkeeper,Goalkeeper,right,199.0,FR1,OGC Nice
467241,Oleksandr Safronov,2021,16239,Ukraine,23,Centre-Back,Defender,right,186.0,UKR1,Desna Chernigiv
467434,Rocco Reitz,2022,475,Germany,21,Central Midfield,Midfield,right,176.0,BE1,Sint-Truidense VV
468066,Jens Cajuste,2022,1421,Sweden,23,Defensive Midfield,Midfield,right,188.0,FR1,Stade Reims
469211,Liberato Cacace,2022,749,New Zealand,22,Left-Back,Defender,left,183.0,IT1,FC Empoli
469952,Kyosuke Tagawa,2022,2423,Japan,24,Centre-Forward,Attack,left,181.0,PO1,CD Santa Clara
470491,Jorris Romil,2016,40,France,28,Right Winger,Attack,right,186.0,FR1,FC Girondins Bordeaux
470790,Svetozar Markovic,2021,683,Bosnia-Herzegovina,23,Centre-Back,Defender,right,186.0,GR1,Olympiacos Piraeus
470830,Roman Slyva,2019,2477,Ukraine,22,Left-Back,Defender,left,177.0,UKR1,Karpaty Lviv (-2021)
476364,Mateus Norton,2018,10690,Brazil,26,Defensive Midfield,Midfield,right,175.0,UKR1,Zorya Lugansk
476498,Dominic Schmidt,2021,167,Germany,22,Central Midfield,Midfield,right,185.0,L1,FC Augsburg
477161,Aloísio,2018,1301,Brazil,27,Defensive Midfield,Midfield,right,180.0,PO1,CS Marítimo
481468,Lev Skvortsov,2022,3719,Kazakhstan,23,Right-Back,Defender,both,180.0,RU1,FK Khimki
481795,Kristal Abazaj,2018,58,Albania,26,Right Winger,Attack,left,183.0,BE1,RSC Anderlecht
483453,Josué Dorrio,2016,1533,Spain,29,Right Winger,Attack,right,170.0,ES1,SD Eibar
484465,Dmitriy Sasin,2016,3691,Russia,26,Right Midfield,Midfield,right,174.0,RU1,Tom Tomsk
484547,Jeremie Frimpong,2022,15,Netherlands,22,Right-Back,Defender,right,171.0,L1,Bayer 04 Leverkusen
485960,Lilian Brassier,2022,3911,France,23,Centre-Back,Defender,left,186.0,FR1,Stade Brestois 29
486031,Nicolás González,2022,430,Argentina,25,Left Winger,Attack,left,180.0,IT1,ACF Fiorentina
486053,Nayel Mehssatou,2022,601,Belgium,20,Right-Back,Defender,right,173.0,BE1,KV Kortrijk
487846,Guillaume Renault,2021,800,Italy,21,Right Midfield,Midfield,right,179.0,IT1,Atalanta BC
488362,Conor Gallagher,2022,631,England,23,Central Midfield,Midfield,right,182.0,GB1,Chelsea FC
489815,Kamran Aliev,2021,3719,Azerbaijan,24,Second Striker,Attack,right,178.0,RU1,FK Khimki
491293,Alexandros Safarikas,2017,4603,Greece,23,Goalkeeper,Goalkeeper,left,194.0,GR1,AE Larisa
491296,Anass Zaroury,2021,172,Belgium,22,Left Winger,Attack,right,176.0,BE1,RSC Charleroi
492316,Gustavo Viera,2020,2423,Uruguay,22,Centre-Forward,Attack,right,176.0,PO1,CD Santa Clara
495667,Lucas Da Cunha,2021,3524,France,21,Right Winger,Attack,left,174.0,FR1,Clermont Foot 63
495920,Oleksandr Nazarenko,2022,60551,Ukraine,23,Left Winger,Attack,left,177.0,UKR1,SK Dnipro-1
497175,Aurélien Scheidler,2020,2969,France,25,Centre-Forward,Attack,right,192.0,FR1,Dijon FCO
498557,Jean Freddi Greco,2020,416,Madagascar,22,Central Midfield,Midfield,left,179.0,IT1,Torino FC
499604,Dion Pereira,2016,1010,England,24,Left Winger,Attack,left,180.0,GB1,Watford FC
501126,Javi Aparicio,2018,366,Spain,23,Right-Back,Defender,right,180.0,ES1,Real Valladolid CF
502452,Olivier Dumont,2022,475,Belgium,21,Central Midfield,Midfield,right,182.0,BE1,Sint-Truidense VV
502561,Filip Möller Delaveris,2020,499,Norway,22,Left Winger,Attack,right,180.0,NL1,Vitesse Arnhem
503160,Paul Nebel,2021,39,Germany,20,Right Winger,Attack,both,169.0,L1,1.FSV Mainz 05
503688,Dominic Thompson,2021,1148,England,22,Left-Back,Defender,left,183.0,GB1,Brentford FC
503766,Matheus Mascarenhas,2019,2420,Brazil,24,Left-Back,Defender,left,180.0,PO1,Vitória Guimarães SC
503855,Amine Benchaib,2021,172,Belgium,24,Attacking Midfield,Midfield,right,181.0,BE1,RSC Charleroi
504147,George Bello,2021,10,Nigeria,21,Left-Back,Defender,left,170.0,L1,Arminia Bielefeld
504593,Saado Abdel Salam,2017,21957,Greece,25,Centre-Back,Defender,right,190.0,GR1,AO Platanias
505512,Asier Córdoba,2020,331,Spain,23,Left Winger,Attack,left,184.0,ES1,CA Osasuna
506175,Schürrle,2021,1075,Portugal,21,Central Midfield,Midfield,right,173.0,PO1,SC Braga
507733,Sebastjan Spahiu,2019,29228,Belgium,23,Attacking Midfield,Midfield,right,175.0,BE1,Royal Excel Mouscron (-2022)
508639,Naci Ünüvar,2022,610,Netherlands,19,Left Winger,Attack,right,168.0,NL1,Ajax Amsterdam
510045,Christy Manzinga,2019,987,France,28,Centre-Forward,Attack,right,184.0,SC1,Motherwell FC
512385,Luis Sinisterra,2022,399,Colombia,23,Left Winger,Attack,right,172.0,GB1,Leeds United
515074,Nikita Repin,2020,3609,Russia,23,Goalkeeper,Goalkeeper,right,193.0,RU1,Rotor Volgograd
519993,Cammy Logan,2021,43,Scotland,21,Right-Back,Defender,right,176.0,SC1,Heart of Midlothian FC
520463,Brunão,2021,8024,Brazil,26,Centre-Back,Defender,right,188.0,PO1,FC Arouca
522850,Yohan Bilingi,2018,855,France,24,Right-Back,Defender,right,182.0,FR1,EA Guingamp
523240,Vasilios Soulis,2022,2671,Greece,28,Goalkeeper,Goalkeeper,left,199.0,GR1,PAS Giannina
523903,Nazariy Nych,2021,18105,Ukraine,24,Centre-Forward,Attack,left,184.0,UKR1,PFK Lviv
524779,Mikhail Chernomyrdin,2021,964,Russia,24,Left Winger,Attack,right,175.0,RU1,Zenit St. Petersburg
524826,Artem Arkhipov,2021,3725,Russia,26,Centre-Forward,Attack,right,187.0,RU1,Akhmat Grozny
525602,Alejandro Marqués,2022,1465,Venezuela,22,Centre-Forward,Attack,right,189.0,PO1,GD Estoril Praia
526258,Karlo Ziger,2020,631,Croatia,22,Goalkeeper,Goalkeeper,right,187.0,GB1,Chelsea FC
530253,Ishan Kort,2021,468,Netherlands Antilles,23,Goalkeeper,Goalkeeper,right,192.0,NL1,Sparta Rotterdam
531829,Dani Escriche,2020,5358,Spain,25,Centre-Forward,Attack,right,178.0,ES1,SD Huesca
532390,Georgios Nikas,2022,2672,Greece,23,Central Midfield,Midfield,right,188.0,GR1,APO Levadiakos
533110,Álex Pachón,2018,12321,Spain,22,Centre-Forward,Attack,right,185.0,ES1,Girona FC
533134,Francesco Cusumano,2020,1390,Italy,22,Centre-Back,Defender,left,190.0,IT1,Cagliari Calcio
533238,Nikolaos Peios,2018,683,Greece,23,Defensive Midfield,Midfield,both,183.0,GR1,Olympiacos Piraeus
533738,Jonathan David,2022,1082,United States,23,Centre-Forward,Attack,both,175.0,FR1,LOSC Lille
536482,Junior Dina Ebimbe,2022,24,France,22,Right Midfield,Midfield,right,184.0,L1,Eintracht Frankfurt
537467,Joseph Efford,2022,987,United States,26,Centre-Forward,Attack,right,176.0,SC1,Motherwell FC
537477,João Goulart,2021,336,Portugal,23,Centre-Back,Defender,right,191.0,PO1,Sporting CP
537844,Anatoliy Trubin,2022,660,Ukraine,21,Goalkeeper,Goalkeeper,right,199.0,UKR1,Shakhtar Donetsk
537845,Pavlo Shushko,2020,6993,Ukraine,23,Centre-Back,Defender,right,182.0,UKR1,FK Mariupol
537944,Ilias Karargyris,2021,683,Greece,20,Goalkeeper,Goalkeeper,right,185.0,GR1,Olympiacos Piraeus
538045,Kays Ruiz-Atil,2022,290,France,20,Central Midfield,Midfield,right,177.0,FR1,AJ Auxerre
538973,Samuel Yépié Yépié,2022,995,France,20,Attacking Midfield,Midfield,left,171.0,FR1,FC Nantes
540659,Albert Lottin,2019,40,France,21,Defensive Midfield,Midfield,right,181.0,FR1,FC Girondins Bordeaux
540662,Christian Konan,2020,265,Italy,23,Centre-Forward,Attack,right,180.0,GR1,Panathinaikos Athens
540676,Thomas Carrique,2021,940,France,24,Right-Back,Defender,right,173.0,ES1,Celta de Vigo
540887,Enrico Oviszach,2019,410,Italy,22,Right Winger,Attack,right,184.0,IT1,Udinese Calcio
541019,Jérémy Landu,2020,3057,Belgium,21,Defensive Midfield,Midfield,right,178.0,BE1,Standard Liège
543103,Rodrigo Moura,2022,3325,Brazil,27,Goalkeeper,Goalkeeper,right,198.0,PO1,GD Chaves
543382,Mohamed Camara,2022,162,Mali,23,Defensive Midfield,Midfield,right,173.0,FR1,AS Monaco
